Key,Source,Context,Changes,English
auth_stillloading,UI,AuthenticationMessages,New,"Сервер всё ещё запускается, пожалуйста, попробуйте снова через минуту."
auth_unknown,UI,AuthenticationMessages,New,"Неизвестная причина. Пожалуйста, сообщите об этом случае на официальном форуме."
authstate_authenticated,UI,AuthenticationMessages,New,"Получение игровых данных..."
authstate_eac,UI,AuthenticationMessages,New,"Ожидание проверки EAC..."
authstate_steam,UI,AuthenticationMessages,New,"Ожидание проверки Steam..."
autoTurret,blocks,Electricity,New,"Автоматическая турель"
autoTurretDesc,blocks,Electricity,New,"Самонаводящийся пулевыплёвывающий шланг. Нет, правда, эта штука просто пожирает боеприпасы."
autoTurretSteelCased,blocks,Electricity,New,"Стальная автоматическая турель"
aviatorGoggles,items,Clothes,KgNone,"Очки лётчика"
aviatorGogglesDesc,items,Clothes,EnChanged,"Очки лётчика обеспечивают небольшую защиту лица и делают вас по-настоящему крутым."
awningBlock,blocks,Block,KeyChanged EnChanged,"Тент (блок)"
awningCNRFull,blocks,Block,KeyChanged EnChanged,"Тент (полный угол)"
awningCNRInside,blocks,Block,KeyChanged EnChanged,"Тент (внутр. Угол)"
awningCNRRound,blocks,Block,KeyChanged EnChanged,"Тент (круглый угол)"
awningCNRRoundTop,blocks,Block,New,"Тент (круглый угол/верх)"
awningCTRSheet,blocks,Block,New,"Тент (лист/центр)"
awningGable,blocks,Block,KeyChanged EnChanged,"Тент (щипец)"
awningGroupDesc,blocks,Block,KgNone,"Изготовленный из ткани тент."
awningPyramid,blocks,Block,KeyChanged EnChanged,"Тент (пирамида)"
awningRamp,blocks,Block,KeyChanged EnChanged,"Тент (рампа)"
awningRampSheet,blocks,Block,New,"Тент (рампа/лист)"
awningRampSheetEdgeLeft,blocks,Block,New,"Тент (рампа/левый угол)"
awningRampSheetEdgeRight,blocks,Block,New,"Тент (рампа/правый угол)"
awningSheet,blocks,Block,New,"Тент (лист)"
backpackDropped,UI,Menu,KgNone,"Брошенный рюкзак"
ballCap,items,Clothes,EnChanged KgNone,"Бейсболка"
ballCapDesc,items,Clothes,KgNone,"Бейсболка обеспечивает ограниченное тепло."
bandana,items,Clothes,KgNone,"Бандана"
bandanaClothesGroupDesc,items,Clothes,EnChanged,"Бандана обеспечивает некоторую защиту от непогоды."
barStool,blocks,Block,New,"Барный стул"
barbedFence,blocks,Trap,KgNone,"Заграждение из колючей проволоки"
barbedFenceDesc,blocks,Trap,EnChanged,"Заграждение из колючей проволоки делается из древесины и железа и может замедлить врагов, делая их лёгкой мишенью. Разместите его, используя клавишу вторичного действия."
barbedWireSheet,blocks,Trap,KgNone,"Колючая проволока"
barbedWireSheetDesc,blocks,Trap,EnChanged,"Колючая проволока, изготовленная из железа, может замедлить врагов, делая их более уязвимыми. Разместите её, используя клавишу вторичного действия."
barracksChair,blocks,Block,New,"Казарменный стул"
baseHair,,Menu,KgNone,"Обычная причёска"
batterybank,blocks,Electricity,New,"Аккумуляторный блок"
batterybankSchematic,items,Book,New,"Схема аккумуляторного блока"
batterybankSchematicDesc,items,Book,New,"После изучения этой схемы вы научитесь изготавливать аккумуляторный блок."
bed01,blocks,Block,KgNone,"Старая кровать"
bed01Frame,blocks,Block,KgNone,"Железный каркас кровати"
bed02,blocks,Block,KgNone,"Двуспальная кровать"
bedGroupDesc,blocks,Block,EnChanged,"После размещения станет местом вашего возрождения, если вы умрёте. Отображается на карте и препятствует возрождению зомби. Активна будет только последняя размещённая."
bedroll,blocks,Block,KgNone,"Спальный мешок"
beerSchematic,items,Book,New,"Дегустация и пивоварение"
beerSchematicDesc,items,Book,New,"После прочтения этой книги вы научитесь выращивать хмель и варить пиво."
belly,UI,Menu UMA,KgNone,"Живот"
birdBathPlanter,blocks,Block,New,"Птичья купальня"
bladeTrap,blocks,Electricity,New,"Мясорубка"
bladeTrapDesc,blocks,Electricity,New,"Используется для измельчения зомби на множество кусочков. Просто добавьте зомби и перемешайте."
blockBurnEffectDesc,buffs,Buff,New,"Горячо! Не стойте просто так здесь!"
blockBurnEffectName,buffs,Buff,New,"Горячо!"
blockBurnEffectTooltip,buffs,Buff,New,"Горячо! Горячо! Горячо! Не стойте просто так здесь!"
blockCantPlaced,UI,HUD,KgNone,"Невозможно разместить здесь."
blockcommand_Search,blocks,Radial,New,"Обыскать"
blockcommand_close,blocks,Radial,New,"Закрыть"
blockcommand_edit,blocks,Radial,New,"Изменить"
blockcommand_keypad,blocks,Radial,New,"Ввести код"
blockcommand_light,blocks,Radial,New,"Вкл./Выкл."
blockcommand_lock,blocks,Radial,New,"Запереть"
blockcommand_open,blocks,Radial,New,"Открыть"
blockcommand_options,blocks,Radial,New,"Настройки"
